Name,Fifa,Fifa Ability Overall,Liga,Position,Player,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Rating,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Kadeem Harris,K. Harris,65,Premier League,AM(LR),"Kadeem Harris Cardiff, 26, AM(LR) ",3(10),366,-,1,0,70.5,0.2,-,6.37,0.9,0.2,0.3,-,0.3,0.1,-,-,1,0.4,0.5,0.4,0.1,0.5,1,0.5,6.8,70.5,0.3,-,-
Tyrone Mings,T. Mings,70,Premier League,D(CL),"Tyrone Mings Bournemouth, 26, D(CL) ",2(3),142,-,-,0,83.9,0.6,-,6.37,0.8,1.2,-,0.2,1.6,0.2,0.4,-,-,-,0.4,0.2,-,0.2,0.4,0.2,17.4,83.9,0.2,0.4,-
Nampalys Mendy,N. Mendy,75,Premier League,M(C),"Nampalys Mendy Leicester, 27, M(C) ",23(8),2089,-,5,0,88.8,0.3,-,6.37,1.1,0.8,0.7,-,0.7,0.5,0.3,-,-,0.1,0.5,1.2,-,0.5,1,0.2,35.2,88.8,0.1,1.6,-
Angus Gunn,A. Gunn,71,Premier League,GK,"Angus Gunn Southampton, 23, GK ",12,1080,-,-,0,35.3,0.3,1,6.37,-,-,-,-,0.9,-,-,-,-,-,-,0.2,-,-,-,-,24.1,35.3,-,6.2,-
Lewis Cook,L. Cook,77,Premier League,M(CL),"Lewis Cook Bournemouth, 22, M(CL) ",8(5),722,-,2,0,83.2,0.4,-,6.36,1,0.6,0.9,-,0.5,0.8,0.2,-,-,0.3,0.8,0.4,-,0.7,0.9,0.2,30.2,83.2,-,1.8,0.1
Fraser Forster,F. Forster,76,Premier League,GK,"Fraser Forster Southampton, 31, GK ",1,90,-,-,0,31.6,-,-,6.36,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,19,31.6,-,5,-
James McCarthy,J. McCarthy,77,Premier League,M(C),"James McCarthy Everton, 28, M(C) ",0(1),14,-,-,0,100,-,-,6.36,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,100,-,-,-
Hélder Costa,Hélder Costa,75,Premier League,AM(CLR),"Hélder Costa Wolverhampton Wanderers, 25, AM(CLR) ",16(9),1346,2,3,0,81.4,0.4,-,6.36,0.7,0.4,0.8,-,0.2,0.6,-,-,1,1,1,0.9,0.2,1.7,1.9,0.7,17.7,81.4,0.1,0.4,-
Diego Rico,Diego Rico,76,Premier League,"D(L), M(L)","Diego Rico Bournemouth, 26, D(L),M(L) ",5(7),606,-,1,0,72.6,0.6,-,6.36,1.2,1.2,0.8,0.1,1.4,0.7,0.2,-,-,0.8,0.3,0.9,-,0.4,0.3,0.9,23.8,72.6,0.9,0.7,-
Andre Gray,A. Gray,76,Premier League,FW,"Andre Gray Watford, 28, FW ",13(16),1362,2,2,0,65.7,0.6,-,6.35,0.1,0.1,0.4,-,0.1,0.2,-,-,7,1.2,0.3,0.3,0.5,0.7,1.9,0.5,8.1,65.7,0.1,0.1,-
Chris Löwe,C. Löwe,73,Premier League,"D(L), M(L)","Chris Löwe Huddersfield, 30, D(L),M(L) ",23(6),2057,2,2,0,75.1,0.9,-,6.35,1.2,0.8,0.5,0.1,1.8,0.7,0.1,-,-,0.6,0.3,0.4,0.1,0.4,0.6,0.7,29,75.1,1.1,2.1,-
Tom Cleverley,T. Cleverley,76,Premier League,M(CLR),"Tom Cleverley Watford, 30, M(CLR) ",4(9),472,-,2,0,78.7,0.3,-,6.35,1.3,0.4,0.6,-,0.8,1.2,-,-,1,0.3,0.1,0.3,0.1,0.3,0.4,0.1,17,78.7,0.1,0.9,-
Ivan Cavaleiro,Ivan Cavaleiro,75,Premier League,"AM(CLR), FW","Ivan Cavaleiro Wolverhampton Wanderers, 25, AM(CLR),FW ",6(17),687,1,1,0,75.5,0.4,-,6.35,0.2,0.2,0.6,-,0.2,0.6,-,-,3,0.6,0.7,0.2,0.3,0.8,1.1,0.8,12.8,75.5,0.7,0.1,-
Aboubakar Kamara,A. Kamara,71,Premier League,"AM(R), FW","Aboubakar Kamara Fulham, 24, AM(R),FW ",5(8),690,-,2,0,73.3,0.9,-,6.35,0.6,0.1,1.8,-,0.4,0.3,-,-,3,1.6,0.9,0.3,0.5,1,1.8,0.8,17.3,73.3,0.1,0.5,-
Alex Oxlade Chamberlain,A. Oxlade-Chamberlain,80,Premier League,M(CLR),"Alex Oxlade Chamberlain Liverpool, 26, M(CLR) ",0(2),19,-,-,0,76.9,-,-,6.35,0.5,0.5,-,-,-,-,-,-,-,0.5,0.5,0.5,-,-,0.5,0.5,6.5,76.9,-,-,-
Alireza Jahanbakhsh,A. Jahanbakhsh,77,Premier League,AM(CLR),"Alireza Jahanbakhsh Brighton, 26, AM(CLR) ",12(7),1022,-,2,0,69.3,0.6,-,6.33,1.7,0.6,1,-,0.1,1,-,-,-,1.1,0.6,0.4,0.3,1.1,1.5,0.3,14.6,69.3,0.3,0.6,-
Erik Durm,E. Durm,75,Premier League,"D(LR), M(LR)","Erik Durm Huddersfield, 27, D(LR),M(LR) ",21(7),2054,1,-,0,69,0.8,-,6.33,1.3,1.5,0.5,0.3,1.3,0.7,0.2,-,-,0.4,0.4,0.8,-,0.5,1.2,0.4,27.7,69,0.4,1.3,-
Andy Carroll,A. Carroll,77,Premier League,FW,"Andy Carroll West Ham, 30, FW ",3(9),456,-,2,0,61,3.8,-,6.33,0.3,0.1,0.9,0.1,0.7,0.3,0.2,-,-,1.2,0.3,0.7,0.3,0.7,1.3,0.3,11.3,61,-,0.4,-
Timothy Fosu-Mensah,T. Fosu-Mensah,74,Premier League,"D(CR), D(CR)","Timothy Fosu-Mensah Fulham, 21, D(CR) ",10(2),795,-,3,0,81.5,0.6,-,6.33,1.5,1,0.6,0.2,2.1,0.4,0.4,1,-,0.3,0.7,0.1,-,0.3,0.4,0.5,33.8,81.5,0.3,1.6,0.1
Jordon Ibe,J. Ibe,74,Premier League,M(CLR),"Jordon Ibe Bournemouth, 23, M(CLR) ",9(10),796,1,1,0,78,0.1,-,6.33,0.3,0.2,0.4,-,0.2,0.3,-,-,1,0.5,1.4,0.5,-,0.9,1.2,0.5,13.2,78,0.5,0.3,0.1
Andrew Surman,A. Surman,75,Premier League,M(CL),"Andrew Surman Bournemouth, 33, M(CL) ",16(2),1439,-,2,0,87,1.1,-,6.33,0.6,0.6,0.4,0.1,1.8,0.6,0.4,-,-,0.5,0.2,0.3,-,0.2,0.8,0.6,46.6,87,0.1,2.7,0.1
Isaac Success,I. Success,73,Premier League,"AM(LR), FW","Isaac Success Watford, 23, AM(LR),FW ",9(21),1039,1,4,0,71.3,1,-,6.32,0.5,0.1,0.8,-,0.4,0.1,-,-,1,1,0.5,1.6,0.4,0.8,1.5,0.7,11.6,71.3,-,0.3,-
Lucas Pérez,Lucas Pérez,78,Premier League,"AM(CR), FW","Lucas Pérez West Ham, 30, AM(CR),FW ",4(11),469,-,-,0,70.6,0.2,-,6.32,0.4,0.1,0.3,-,0.2,0.1,-,-,3,0.6,0.3,0.2,0.2,0.5,1,0.5,9.5,70.6,0.1,0.1,-
Rajiv van La Parra,R. van La Parra,72,Premier League,"AM(LR), FW","Rajiv van La Parra Huddersfield, 28, AM(LR),FW ",5,407,-,-,0,85.7,0.2,-,6.32,1.6,0.8,0.8,-,0.2,1,-,-,-,1,1.4,2.8,-,4.2,2.2,0.8,21,85.7,-,1.2,0.2
Çaglar Söyüncü,C. Söyüncü,75,Premier League,D(C),"Çaglar Söyüncü Leicester, 23, D(C) ",4(2),372,-,1,0,83.6,2.7,-,6.32,0.8,1.2,1.5,1,3.7,0.5,0.8,-,-,0.3,0.3,0.3,-,0.2,0.3,-,36.7,83.6,0.2,1.2,-
Carl Jenkinson,C. Jenkinson,69,Premier League,D(R),"Carl Jenkinson Arsenal, 27, D(R) ",2(1),167,-,-,0,77.3,0.3,-,6.31,1,-,0.3,-,0.7,0.3,1,-,-,-,-,-,-,1,1.7,0.3,25,77.3,-,-,-
Kenneth Zohore,K. Zohore,72,Premier League,FW,"Kenneth Zohore Cardiff, 25, FW ",7(12),747,1,1,0,62.5,2.2,-,6.31,0.2,0.1,0.7,-,0.3,0.1,0.1,-,1,0.9,0.3,1.1,0.2,0.7,1.2,0.6,7.2,62.5,0.1,0.1,0.1
Gaëtan Bong,G. Bong,74,Premier League,D(L),"Gaëtan Bong Brighton, 31, D(L) ",19(3),1805,-,-,0,74.3,1.1,-,6.31,0.7,1.1,0.5,0.2,2,0.2,0.3,-,-,0.1,0.5,0.2,-,0.7,0.8,0.4,27.4,74.3,0.4,1.1,-
Jason Puncheon,J. Puncheon,72,Premier League,M(CLR),"Jason Puncheon Huddersfield, 33, M(CLR) ",5(1),383,-,1,0,79.5,1,-,6.31,1.2,0.7,1.5,-,1.3,1,0.2,-,-,1,0.8,0.3,0.2,2,2,0.8,33.3,79.5,0.3,2,0.2
Vincent Janssen,V. Janssen,75,Premier League,FW,"Vincent Janssen Tottenham, 25, FW ",0(3),36,-,-,0,77.8,1,-,6.3,0.7,-,0.7,-,0.3,-,-,-,-,1,0.3,-,0.3,0.3,-,-,3,77.8,-,-,-
Tim Ream,T. Ream,73,Premier League,"D(CL), DMC","Tim Ream Fulham, 31, D(CL),DMC ",25(1),2051,-,1,0,87.9,1.8,-,6.3,0.9,1,0.5,0.6,3,0.5,0.4,-,-,-,0.2,0.3,-,0.2,0.2,0.1,40.5,87.9,-,1.4,-
Danny Ward,D. Ward,73,Premier League,"AM(CL), FW","Danny Ward Cardiff, 27, AM(CL),FW ",4(10),440,-,-,0,54.3,2.2,-,6.29,0.1,-,0.1,-,0.6,0.2,0.1,-,1,0.8,-,0.4,0.2,0.4,0.9,0.5,6.6,54.3,-,0.1,-
Nathaniel Clyne,N. Clyne,79,Premier League,"D(LR), M(R)","Nathaniel Clyne Liverpool, 28, D(LR),M(R) ",1(3),108,-,-,0,83.1,0.3,-,6.29,1,0.5,-,-,0.3,0.5,-,-,-,0.8,-,0.5,-,0.3,0.3,-,14.8,83.1,-,0.3,-
Håvard Nordtveit,H. Nordtveit,76,Premier League,"D(CR), DMC","Håvard Nordtveit Fulham, 29, D(CR),DMC ",4(1),361,1,-,0,83.1,0.8,-,6.29,1.8,1.6,1,0.4,2.8,0.2,0.6,-,-,-,0.2,0.4,-,-,0.4,0.6,45,83.1,-,4.2,-
Leighton Baines,L. Baines,77,Premier League,"D(L), M(L)","Leighton Baines Everton, 34, D(L),M(L) ",5(1),376,-,-,0,82.2,0.3,-,6.29,1.3,0.3,0.3,-,1.2,0.3,-,-,-,0.3,-,0.2,0.2,0.2,0.2,0.7,31.8,82.2,1,1.2,-
Eddie Nketiah,E. Nketiah,64,Premier League,Forward,"Eddie Nketiah Arsenal, 20, Forward ",0(5),63,-,-,0,90,-,-,6.29,0.2,-,0.2,-,0.2,-,-,-,1,0.6,0.4,0.4,0.4,0.6,0.4,0.2,4,90,-,-,-
Andriy Yarmolenko,A. Yarmolenko,80,Premier League,AM(R),"Andriy Yarmolenko West Ham, 29, AM(R) ",5(4),461,-,2,0,82.3,0.3,-,6.28,0.4,0.2,0.9,-,0.3,0.2,0.1,-,2,1,0.2,0.9,0.1,1.2,1.3,0.6,22.6,82.3,-,0.9,-
Cesc Fàbregas,Cesc Fàbregas,83,Premier League,"M(CL), FW","Cesc Fàbregas Chelsea, 32, M(CL),FW ",1(5),176,-,1,0,86.5,0.3,-,6.28,1,0.2,0.2,-,-,0.7,0.2,-,-,0.2,-,0.5,-,0.3,0.3,0.5,32.2,86.5,-,1.3,0.5
Stephan Lichtsteiner,S. Lichtsteiner,79,Premier League,"D(R), M(R)","Stephan Lichtsteiner Arsenal, 35, D(R),M(R) ",10(4),941,-,3,0,78.5,1.6,-,6.27,1.1,0.6,0.8,0.5,1.6,0.5,0.3,-,-,0.1,0.3,0.7,0.1,0.9,0.9,0.2,34.3,78.5,0.1,1,-
Jürgen Locadia,J. Locadia,75,Premier League,"AM(LR), FW","Jürgen Locadia Brighton, 25, AM(LR),FW ",12(14),1230,-,1,0,72.8,0.9,-,6.27,0.6,0.3,0.8,-,0.3,0.2,-,-,2,1.1,0.2,0.4,0.4,0.6,1.6,0.5,12.7,72.8,0.2,0.7,-
Jeff Hendrick,J. Hendrick,75,Premier League,M(CR),"Jeff Hendrick Burnley, 27, M(CR) ",25(7),2071,-,4,0,75.3,0.5,1,6.27,0.8,0.4,0.5,-,0.8,0.7,0.2,-,3,0.6,0.4,0.4,0.3,0.9,1,0.4,20.6,75.3,0.1,0.7,-
Charlie Austin,C. Austin,77,Premier League,FW,"Charlie Austin Southampton, 30, FW ",11(14),981,2,1,0,58.6,1.7,-,6.27,0.5,0.1,0.6,-,0.5,0.2,0.1,-,2,1.3,-,0.7,0.4,0.7,1.2,0.4,7.9,58.6,-,0.2,-
Callum Slattery,C. Slattery,60,Premier League,Midfielder,"Callum Slattery Southampton, 20, Midfielder ",1(2),110,-,-,0,71,1,-,6.26,1.3,0.7,1.3,-,0.3,1.3,0.3,-,-,0.3,0.3,1,-,0.7,1.3,-,10.3,71,-,0.3,-
Andreas Pereira,Andreas Pereira,78,Premier League,AM(CLR),"Andreas Pereira Manchester United, 23, AM(CLR) ",6(9),597,1,5,0,82.4,0.2,-,6.26,0.5,0.7,0.8,-,0.5,0.7,0.1,-,1,0.5,0.5,0.3,0.1,0.9,0.6,0.6,23.5,82.4,0.2,0.8,-
Jacob Murphy,J. Murphy,72,Premier League,AM(LR),"Jacob Murphy Newcastle United, 24, AM(LR) ",3(6),300,1,-,0,65.9,0.4,-,6.25,0.7,0.1,0.4,-,0.7,0.2,0.2,-,-,0.2,0.3,-,0.1,0.3,1.1,0.1,4.9,65.9,0.3,0.4,-
Asmir Begovic,A. Begović,79,Premier League,GK,"Asmir Begovic Bournemouth, 32, GK ",24,2160,-,-,0,60.8,0.5,-,6.25,-,-,-,-,0.8,0.1,-,-,-,-,-,0.1,-,-,0.1,-,22.1,60.8,-,5.7,-
Manolo Gabbiadini,M. Gabbiadini,77,Premier League,"AM(CLR), FW","Manolo Gabbiadini Southampton, 27, AM(CLR),FW ",4(8),471,-,-,0,67.8,0.7,1,6.25,0.5,0.3,0.8,-,0.4,0.1,-,-,1,1.7,0.2,0.7,0.1,0.3,0.4,0.4,10.1,67.8,0.1,0.1,-
Robbie Brady,R. Brady,77,Premier League,"D(L), M(CLR)","Robbie Brady Burnley, 27, D(L),M(CLR) ",6(10),718,1,3,1,62.3,0.7,-,6.25,0.9,0.4,0.8,-,0.9,0.7,0.1,-,-,0.8,0.4,0.3,-,0.6,0.8,0.9,13.9,62.3,0.7,0.6,0.1
Tommy Smith,T. Smith,73,Premier League,D(CR),"Tommy Smith Huddersfield, 27, D(CR) ",13(2),1142,-,2,1,74.8,0.9,-,6.24,1.7,1.2,0.7,0.1,1.7,1,0.3,-,-,0.2,0.2,0.4,-,0.2,0.3,0.5,32.5,74.8,0.3,2.1,-
Floyd Ayité,F. Ayité,70,Premier League,"M(CLR), FW","Floyd Ayité Fulham, 30, M(CLR),FW ",3(13),468,-,-,0,79.2,0.4,-,6.24,0.3,0.4,0.4,-,0.2,0.3,0.1,-,1,0.4,0.6,0.4,0.3,0.8,1.3,0.6,12,79.2,0.1,0.4,-
Yoshinori Muto,Y. Mutō,76,Premier League,FW,"Yoshinori Muto Newcastle United, 27, FW ",5(12),519,-,1,0,70.8,0.6,-,6.23,0.5,0.4,0.8,-,0.2,0.3,-,-,1,0.4,0.5,0.6,0.1,0.7,0.9,0.3,6.6,70.8,-,0.1,-
Florin Andone,F. Andone,77,Premier League,FW,"Florin Andone Brighton, 26, FW ",8(15),876,-,5,0,67.3,1.6,-,6.22,0.4,0.1,1.2,-,0.5,0.2,-,-,3,0.8,0.4,0.9,0.2,1.4,2.1,0.1,7.2,67.3,0.1,0.1,-
Kelechi Iheanacho,K. Iheanacho,75,Premier League,"AM(C), FW","Kelechi Iheanacho Leicester, 22, AM(C),FW ",9(21),931,3,2,0,76.4,0.5,-,6.22,0.2,0.1,0.5,-,0.1,0.1,-,-,1,0.6,0.3,0.2,0.3,0.7,1,0.4,9.2,76.4,-,0.2,0.1
Laurent Depoitre,L. Depoitre,75,Premier League,FW,"Laurent Depoitre Huddersfield, 30, FW ",10(13),1062,1,1,0,59.9,3.5,-,6.22,0.3,0.1,0.8,-,0.3,0.1,-,-,-,1.3,0.2,0.4,0.3,1.3,1.8,0.4,11.9,59.9,-,0.1,-
Vicente Iborra,Iborra,79,Premier League,M(C),"Vicente Iborra Leicester, 31, M(C) ",3(5),226,-,-,0,86.4,1,-,6.2,0.4,1,0.8,-,0.4,0.9,-,-,-,0.3,-,0.1,-,0.5,-,0.1,18.4,86.4,-,2.1,0.1
Adrien Silva,Adrien Silva,79,Premier League,M(C),"Adrien Silva Leicester, 30, M(C) ",1(1),88,-,-,0,86.1,-,-,6.2,1,0.5,-,-,0.5,1,-,-,-,-,0.5,1,-,1.5,1.5,-,39.5,86.1,-,3.5,-
Morgan Gibbs-White,M. Gibbs-White,67,Premier League,"AM(C), AM(C)","Morgan Gibbs-White Wolverhampton Wanderers, 19, AM(C) ",5(21),651,1,1,0,83.9,0.5,-,6.2,0.2,-,0.3,-,-,0.1,-,-,-,0.3,0.5,0.2,0.1,0.6,0.9,0.4,12.2,83.9,0.2,0.8,0.1
Fousseni Diabaté,F. Diabaté,70,Premier League,"AM(R), FW","Fousseni Diabaté Leicester, 23, AM(R),FW ",1,55,-,-,0,57.1,1,-,6.19,2,-,-,-,-,1,-,-,-,-,-,1,1,-,1,1,14,57.1,1,-,-
Steven Defour,S. Defour,80,Premier League,DMC,"Steven Defour Burnley, 31, DMC ",6,452,-,-,0,81.5,-,-,6.19,1.3,1.3,0.2,-,1,1.8,0.5,-,-,-,0.2,0.3,-,0.2,0.2,0.3,41.5,81.5,-,4.2,-
Ramadan Sobhi,R. Sobhi,74,Premier League,AM(CL),"Ramadan Sobhi Huddersfield, 22, AM(CL) ",0(4),76,-,-,0,86,0.8,-,6.18,0.3,0.3,-,-,-,-,-,-,-,-,0.5,0.3,-,1.3,1,0.8,10.8,86,0.3,-,-
Matej Vydra,M. Vydra,74,Premier League,"AM(CL), FW","Matej Vydra Burnley, 27, AM(CL),FW ",3(10),313,1,1,0,64.4,0.4,-,6.17,0.2,0.1,0.5,-,0.5,0.2,0.1,-,1,0.5,0.2,0.1,0.2,0.6,1.4,0.2,5.6,64.4,-,0.1,-
Connor Wickham,C. Wickham,71,Premier League,"AM(L), FW","Connor Wickham Crystal Palace, 26, AM(L),FW ",0(6),61,1,-,0,45.5,1.2,-,6.16,-,-,0.5,-,0.3,-,-,-,-,0.8,-,-,-,0.3,0.7,0.7,1.8,45.5,-,-,-
Alexander Sørloth,A. Sørloth,70,Premier League,FW,"Alexander Sørloth Crystal Palace, 23, FW ",0(12),173,-,-,0,64.4,1.5,-,6.16,0.2,-,0.3,-,0.3,0.1,-,-,-,0.3,0.2,0.2,-,0.3,0.5,0.3,4.9,64.4,-,-,-
Denis Suárez,Denis Suárez,79,Premier League,AM(CLR),"Denis Suárez Arsenal, 25, AM(CLR) ",0(4),67,-,-,0,91.2,-,-,6.16,0.3,0.3,-,-,-,1.3,-,-,-,-,1,0.3,-,0.3,0.8,-,8.5,91.2,-,-,-
Abdelhamid Sabiri,A. Sabiri,65,Premier League,AM(L),"Abdelhamid Sabiri Huddersfield, 22, AM(L) ",1(1),50,-,-,0,87.5,-,-,6.16,1,0.5,-,-,-,-,-,-,-,-,-,0.5,-,-,0.5,-,4,87.5,-,-,-
Kevin McDonald,K. McDonald,75,Premier League,M(C),"Kevin McDonald Fulham, 30, M(C) ",10(5),843,-,4,0,85.2,1.3,-,6.15,0.9,0.6,0.8,0.1,1.3,0.5,0.1,-,-,0.3,-,0.4,-,0.3,0.2,0.3,38.3,85.2,-,2.2,-
Marc Navarro,Marc Navarro,74,Premier League,D(R),"Marc Navarro Watford, 24, D(R) ",1(1),85,-,-,0,82.6,-,-,6.15,2,-,0.5,-,1,0.5,-,-,-,-,0.5,-,-,-,-,-,11.5,82.6,0.5,0.5,-
Marcos Rojo,M. Rojo,79,Premier League,D(CL),"Marcos Rojo Manchester United, 29, D(CL) ",2(3),211,-,2,0,72.6,0.6,-,6.15,1,1.2,0.6,0.6,1.8,1,0.4,1,-,1.2,0.2,0.2,-,-,0.2,-,24.8,72.6,-,1.6,-
Joe Willock,J. Willock,61,Premier League,M(C),"Joe Willock Arsenal, 20, M(C) ",1(1),64,-,-,0,80,0.5,-,6.15,0.5,0.5,-,-,-,-,-,-,-,1,-,1,-,1,1.5,-,7.5,80,-,0.5,-
Elias Kachunga,E. Kachunga,71,Premier League,"AM(CLR), FW","Elias Kachunga Huddersfield, 27, AM(CLR),FW ",13(7),1182,-,2,0,71.3,1.2,-,6.14,1.1,0.2,1.2,-,0.5,0.8,0.1,-,-,0.7,0.5,1.1,0.5,1,1.1,0.3,14.8,71.3,0.3,0.2,-
Isaac Mbenza,I. Mbenza,72,Premier League,"AM(LR), FW","Isaac Mbenza Huddersfield, 23, AM(LR),FW ",10(12),984,1,1,0,75.4,0.1,-,6.14,0.5,0.2,0.4,-,0.2,0.1,-,-,1,0.7,0.2,0.2,0.2,0.5,0.8,0.3,10.5,75.4,0.3,0.4,-
Léo Bonatini,Léo Bonatini,73,Premier League,FW,"Léo Bonatini Wolverhampton Wanderers, 25, FW ",0(7),130,1,-,0,78.9,0.1,-,6.13,0.1,-,-,-,-,0.6,-,-,-,1.3,0.1,-,-,0.6,0.6,0.3,8.1,78.9,-,0.3,-
Neeskens Kebano,N. Kebano,71,Premier League,AM(LR),"Neeskens Kebano Fulham, 27, AM(LR) ",0(7),104,-,-,0,82.8,0.6,-,6.13,0.4,-,-,-,0.4,-,-,-,-,0.1,0.6,0.1,-,0.4,0.9,-,4.1,82.8,0.1,-,-
Luke Amos,L. Amos,65,Premier League,Midfielder,"Luke Amos Tottenham, 22, Midfielder ",0(1),2,-,-,0,33.3,1,-,6.13,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,33.3,-,-,-
Xande Silva,Xande Silva,67,Premier League,Forward,"Xande Silva West Ham, 22, Forward ",0(1),17,-,-,0,75,1,-,6.12,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,1,4,75,-,-,-
Gary Cahill,G. Cahill,80,Premier League,D(C),"Gary Cahill Chelsea, 33, D(C) ",0(2),22,-,-,0,88.9,0.5,-,6.12,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,9,88.9,-,-,-
Miguel Britos,M. Britos,74,Premier League,D(CL),"Miguel Britos Watford, 34, D(CL) ",2(1),185,-,-,0,79.7,1.7,-,6.12,1.3,1,1,1.7,3.3,0.7,0.3,-,-,-,0.3,0.3,-,-,0.3,-,19.7,79.7,-,1.7,-
Demeaco Duhaney,D. Duhaney,61,Premier League,Defender,"Demeaco Duhaney Huddersfield, 20, Defender ",1,46,-,-,0,78.9,-,-,6.11,1,1,-,-,1,2,-,-,-,-,-,2,-,-,2,-,19,78.9,-,1,-
Lys Mousset,L. Mousset,70,Premier League,FW,"Lys Mousset Bournemouth, 23, FW ",1(23),351,-,1,0,71.9,0.4,-,6.11,0.1,-,0.3,-,0.1,0.1,-,-,1,0.5,0.4,0.2,0.2,0.2,0.8,0.2,5,71.9,-,-,-
Shinji Okazaki,S. Okazaki,75,Premier League,"AM(CLR), FW","Shinji Okazaki Leicester, 33, AM(CLR),FW ",1(20),271,1,-,0,74.5,0.4,-,6.1,0.2,0.1,0.3,-,-,-,-,-,-,0.2,0.1,0.2,0.1,0.3,0.9,-,4.5,74.5,-,0.1,-
Angel Gomes,A. Gomes,67,Premier League,Midfielder,"Angel Gomes Manchester United, 19, Midfielder ",0(2),25,-,-,0,95.2,-,-,6.08,0.5,-,-,-,-,-,-,-,-,1,-,-,-,0.5,-,-,10.5,95.2,-,0.5,-
Adama Diakhaby,A. Diakhaby,73,Premier League,"AM(LR), FW","Adama Diakhaby Huddersfield, 23, AM(LR),FW ",6(6),553,-,1,0,76.2,0.5,-,6.08,0.5,0.1,0.6,-,0.1,0.7,-,-,-,0.6,1,0.8,0.2,1.8,1.4,0.4,12.3,76.2,0.2,0.1,-
Ibrahima Cissé,I. Cissé,62,Premier League,DMC,"Ibrahima Cissé Fulham, 25, DMC ",1(2),87,-,-,0,85.3,0.3,-,6.08,-,1,0.3,-,1.3,0.3,-,-,-,-,0.3,-,-,-,0.3,-,11.3,85.3,-,-,-
Danny Williams,D. Williams,71,Premier League,M(C),"Danny Williams Huddersfield, 30, M(C) ",1(4),95,-,1,0,79.2,-,-,6.08,-,0.2,0.4,-,0.4,-,0.2,-,-,0.2,0.2,0.2,-,0.8,0.2,0.2,4.8,79.2,-,-,-
Nathaniel Chalobah,N. Chalobah,76,Premier League,DMC,"Nathaniel Chalobah Watford, 24, DMC ",3(6),267,-,2,0,75,0.4,-,6.07,0.3,0.6,0.6,-,0.8,0.6,0.1,-,-,0.2,-,0.3,-,0.3,0.9,0.1,12.4,75,0.1,0.4,-
Tahith Chong,T. Chong,65,Premier League,Midfielder,"Tahith Chong Manchester United, 19, Midfielder ",0(2),37,-,-,0,80,-,-,6.07,-,-,-,-,0.5,-,-,-,-,1,0.5,1,-,0.5,0.5,-,7.5,80,-,-,-
Oumar Niasse,O. Niasse,75,Premier League,FW,"Oumar Niasse Everton, 29, FW ",0(5),58,-,-,0,59.1,0.6,-,6.06,-,-,0.6,-,-,0.2,-,-,-,0.6,0.2,0.2,0.2,1.2,0.6,0.2,4.4,59.1,-,-,-
Jazz Richards,A. Richards,69,Premier League,"D(LR), M(R)","Jazz Richards Cardiff, 28, D(LR),M(R) ",0(4),129,-,-,0,69.2,-,-,6.04,-,0.5,-,0.3,1.3,0.3,0.3,-,-,-,-,-,-,-,0.5,-,6.5,69.2,-,-,-
Stefan Johansen,S. Johansen,74,Premier League,M(C),"Stefan Johansen Fulham, 28, M(C) ",4(8),412,-,4,0,79.7,0.3,-,6.03,0.9,0.2,0.5,-,0.4,0.3,-,-,-,0.1,0.2,0.2,-,0.2,0.6,0.1,20.9,79.7,0.1,1,-
Sebastian Prödl,S. Prödl,74,Premier League,D(C),"Sebastian Prödl Watford, 32, D(C) ",0(1),14,-,-,0,100,-,-,6.02,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,3,100,-,-,-
Sam Gallagher,S. Gallagher,69,Premier League,"AM(LR), FW","Sam Gallagher Southampton, 23, AM(LR),FW ",0(4),32,-,-,0,16.7,0.8,-,6.02,-,-,1,-,0.3,-,-,-,-,-,-,0.3,-,0.5,0.3,-,1.5,16.7,-,-,-
Jason Puncheon,J. Puncheon,72,Premier League,M(CLR),"Jason Puncheon Crystal Palace, 33, M(CLR) ",0(5),11,-,-,0,75,-,-,6.02,0.2,-,0.6,-,-,-,-,-,-,-,-,-,-,0.2,-,-,2.4,75,-,-,-
Loïc Damour,L. Damour,69,Premier League,AM(C),"Loïc Damour Cardiff, 28, AM(C) ",0(2),21,-,-,0,72.7,0.5,-,6.01,-,-,0.5,-,-,0.5,-,-,-,0.5,-,-,-,-,0.5,-,5.5,72.7,-,1,-
Carlos Sánchez,C. Sánchez,77,Premier League,"D(C), M(C)","Carlos Sánchez West Ham, 33, D(C),M(C) ",2(5),240,-,-,0,88.8,0.1,-,6.01,0.6,0.1,0.4,-,0.7,0.7,-,-,-,0.4,0.4,0.1,-,0.3,0.1,0.3,20.4,88.8,-,1.9,-
