Name,Name.1,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,pos
Axel Witsel,"Axel Witsel Borussia Dortmund, 30, M(C) ",7.11,84,M(C),32,2873,1,2,0,1.4,0,1.4,1.4,0.8,0.0,1.4,0.3,0.2,0,4,1.1,0.8,1.5,0.0,0.8,0.6,0.5,72.8,93.1,0.0,2.4,0.1,MID
Niklas Süle,"Niklas Süle Bayern Munich, 24, D(C) ",6.96,84,D(C),29,2652,0,3,0,2.6,0,0.9,1.3,0.5,0.4,2.6,0.2,0.4,0,2,0.6,0.1,0.2,0.0,0.2,0.2,0.2,82.6,92.9,0.0,5.3,0.0,DEF
Arjen Robben,"Arjen Robben Bayern Munich, 35, M(CLR),FW ",6.61,84,"M(CLR), FW",7,564,0,0,1,0.5,1,0.3,0.3,0.4,0.0,0.0,0.1,0.1,0,4,1.8,0.5,0.4,0.4,0.8,0.9,1.3,24.3,79.4,0.4,0.5,0.1,OFF
Iago Aspas,"Iago Aspas Celta Vigo, 32, AM(CR),FW ",7.51,84,"AM(CR), FW",26,2262,6,5,0,0.9,6,0.6,0.6,0.6,0.0,0.2,0.6,0.0,0,20,2.6,0.7,1.6,0.3,1.3,1.1,2.1,32.1,82.0,0.2,1.4,0.2,OFF
José Giménez,"José Giménez Atletico Madrid, 24, D(CR) ",7.13,84,D(CR),19,1772,0,5,0,2.7,0,1.2,2.1,0.4,0.2,6.0,0.6,0.7,0,0,0.7,0.3,0.9,0.0,0.1,0.4,0.1,34.2,80.5,0.0,4.1,0.0,DEF
Daniel Carvajal,"Daniel Carvajal Real Madrid, 27, D(R) ",7.04,84,D(R),23,2106,2,10,0,0.8,1,1.7,1.1,1.3,0.0,1.1,1.0,0.3,0,1,0.5,1.4,1.4,0.1,0.8,1.1,1.3,64.6,87.4,0.4,3.5,0.0,DEF
William Carvalho,"William Carvalho Real Betis, 27, DMC ",6.79,84,DMC,26,2387,5,7,0,1.3,0,1.5,0.4,0.8,0.0,1.0,0.4,0.0,0,0,0.3,1.4,1.2,0.1,1.2,0.6,0.6,63.5,89.0,0.0,3.4,0.1,DEF
Asier Illarramendi,"Asier Illarramendi Real Sociedad, 29, M(C) ",6.75,84,M(C),20,1822,1,8,0,1.3,0,1.7,1.3,1.5,0.0,1.9,1.3,0.4,0,1,0.6,0.3,1.5,0.0,0.6,1.0,0.5,53.8,84.9,0.2,3.0,0.2,MID
Memphis Depay,"Memphis Depay Lyon, 25, AM(CL),FW ",7.34,84,"AM(CL), FW",29,2737,10,5,0,0.3,3,0.3,0.3,1.0,0.0,0.0,0.4,0.1,0,10,3.1,1.7,0.9,0.3,1.8,2.3,3.1,34.8,80.1,2.0,1.4,0.2,OFF
Marquinhos,"Marquinhos Paris Saint-Germain, 25, D(CR),DMC ",7.24,84,"D(CR), DMC",30,2695,1,2,1,2.3,0,2.2,1.5,1.0,0.4,2.7,0.7,0.4,0,3,0.4,0.2,0.3,0.0,0.3,0.2,0.3,75.3,91.9,0.0,4.1,0.1,DEF
Florian Thauvin,"Florian Thauvin Marseille, 26, AM(CLR),FW ",7.19,84,"AM(CLR), FW",30,2625,8,5,1,0.6,5,1.3,0.2,0.9,0.0,0.1,0.6,0.0,0,16,3.1,1.8,1.5,0.2,1.8,2.8,1.4,33.5,76.9,1.0,1.3,0.2,OFF
Radamel Falcao,"Radamel Falcao Monaco, 33, FW ",6.85,84,FW,29,2565,2,10,0,2.8,3,1.0,0.1,2.1,0.0,0.7,0.6,0.2,0,15,2.8,0.4,1.9,0.4,1.4,3.4,0.5,19.8,77.4,0.1,0.4,0.1,OFF
Dimitri Payet,"Dimitri Payet Marseille, 32, M(CLR) ",6.81,84,M(CLR),23,1912,6,3,0,0.2,0,0.4,0.3,0.4,0.0,0.2,0.5,0.0,0,4,1.3,0.6,1.1,0.0,1.0,1.3,2.7,31.5,77.5,2.0,1.4,0.2,MID
Son Heung-Min,"Son Heung-Min Tottenham, 27, M(CLR),FW ",7.1,84,"M(CLR), FW",23,2049,6,2,1,0.1,4,0.7,0.3,0.4,0.0,0.1,0.8,0.1,0,12,2.4,1.5,0.6,0.7,1.4,1.9,1.1,24.3,85.6,0.2,0.4,0.1,OFF
Ilkay Gündogan,"Ilkay Gündogan Manchester City, 28, M(C) ",7.1,84,M(C),23,2136,3,3,0,0.8,2,0.6,0.9,0.4,0.0,0.6,0.8,0.1,0,6,1.4,0.6,0.7,0.0,0.5,0.9,1.4,64.4,90.8,0.9,2.4,0.1,MID
Willian,"Willian Chelsea, 31, AM(CLR) ",7.06,84,AM(CLR),26,2109,6,2,0,0.3,2,1.1,0.4,0.4,0.0,0.3,0.5,0.0,0,3,1.9,1.2,1.0,0.3,1.2,1.6,2.5,38.4,85.7,1.2,1.2,0.1,MID
Aymeric Laporte,"Aymeric Laporte Manchester City, 25, D(CL) ",7.05,84,D(CL),34,3057,3,3,0,2.2,1,1.2,1.1,0.6,0.4,2.7,0.3,0.3,0,3,0.7,0.1,0.5,0.1,0.1,0.3,0.4,85.6,92.3,0.0,4.9,0.0,DEF
Kyle Walker,"Kyle Walker Manchester City, 29, D(CR),M(R) ",6.96,84,"D(CR), M(R)",30,2777,1,3,0,1.4,0,1.2,1.1,0.5,0.2,1.5,0.4,0.2,0,1,0.6,0.5,0.4,0.1,0.4,0.8,0.7,72.4,90.1,0.1,3.5,0.0,DEF
Fabinho,"Fabinho Liverpool, 25, D(R),DMC ",6.95,84,"D(R), DMC",21,2013,2,6,0,2.0,0,2.1,1.0,1.0,0.2,0.9,1.3,0.2,0,1,0.6,0.4,1.1,0.0,0.6,0.4,0.6,57.5,85.3,0.1,2.6,0.0,DEF
Dele Alli,"Dele Alli Tottenham, 23, M(CL) ",6.95,84,M(CL),22,1835,3,4,0,0.8,1,1.3,0.8,0.9,0.0,0.7,0.8,0.2,0,5,1.6,1.2,0.8,0.1,1.2,2.0,1.1,41.1,80.3,0.1,1.0,0.1,MID
Anthony Martial,"Anthony Martial Manchester United, 23, AM(LR),FW ",6.9,84,"AM(LR), FW",18,1624,2,2,0,0.7,2,0.3,0.1,0.5,0.0,0.3,0.4,0.0,0,10,1.4,1.2,1.0,0.2,1.2,1.7,1.3,26.2,79.3,0.1,0.1,0.1,OFF
Jorginho,"Jorginho Chelsea, 27, DMC ",6.88,84,DMC,37,3165,0,8,0,0.4,0,2.1,1.7,0.9,0.0,0.9,1.4,0.2,0,2,0.5,0.4,0.6,0.0,0.8,0.9,0.8,84.3,89.3,0.0,2.5,0.4,DEF
Davinson Sánchez,"Davinson Sánchez Tottenham, 23, D(C) ",6.83,84,D(C),22,1943,1,2,0,2.9,0,1.6,1.3,0.9,1.1,4.4,0.7,0.4,0,1,0.6,0.0,0.4,0.0,0.1,0.3,0.2,62.6,89.9,0.0,2.7,0.0,DEF
Sokratis,"Sokratis Arsenal, 31, D(CR) ",6.82,84,D(CR),25,2199,2,12,0,2.2,0,1.7,1.0,1.5,0.7,4.3,0.5,0.7,0,1,0.4,0.2,1.0,0.0,0.2,0.3,0.2,55.5,89.4,0.0,4.1,0.0,DEF
Nemanja Matic,"Nemanja Matic Manchester United, 31, DMC ",6.76,84,DMC,28,2441,0,6,1,2.0,0,1.8,1.1,1.0,0.0,1.9,1.0,0.6,0,1,0.4,0.6,0.7,0.0,1.4,0.9,0.5,65.6,86.9,0.1,3.9,0.0,DEF
Alejandro Gómez,"Alejandro Gómez Atalanta, 31, M(CL),FW ",7.64,84,"M(CL), FW",34,2913,11,5,0,0.3,7,0.5,0.5,0.7,0.0,0.1,0.7,0.0,0,7,3.0,2.2,2.7,0.1,2.2,1.9,3.2,46.0,84.4,2.9,2.2,0.2,OFF
Mario Mandzukic,"Mario Mandzukic Juventus, 33, M(L),FW ",7.34,84,"M(L), FW",23,2020,6,4,0,2.9,3,1.4,0.5,1.4,0.0,0.7,0.4,0.2,0,9,1.2,0.2,1.4,0.3,0.8,1.1,1.2,23.4,71.1,0.2,0.4,0.0,OFF
José Callejón,"José Callejón Napoli, 32, M(LR) ",7.03,84,M(LR),29,2652,10,1,0,0.3,1,1.0,0.6,0.4,0.0,0.2,1.1,0.1,0,3,1.8,0.4,1.4,0.5,0.6,0.8,2.1,43.8,86.6,1.2,1.9,0.0,MID
Juan Cuadrado,"Juan Cuadrado Juventus, 31, D(R),M(CLR),FW ",6.85,84,"D(R), M(CLR), FW",14,1224,2,4,0,0.5,2,1.1,1.0,0.8,0.1,0.6,1.0,0.2,0,1,0.9,1.1,2.2,0.1,0.8,1.2,1.7,41.2,88.1,0.7,2.9,0.0,OFF
Stefan de Vrij,"Stefan de Vrij Inter, 27, D(C) ",6.85,84,D(C),28,2520,0,2,0,1.9,0,0.9,0.9,0.5,0.6,3.4,0.3,0.8,1,2,0.6,0.1,0.4,0.0,0.1,0.2,0.2,59.6,91.6,0.0,3.5,0.0,DEF
Raúl Albiol,"Raúl Albiol Napoli, 33, D(C) ",6.81,84,D(C),19,1712,0,4,0,2.4,0,0.8,1.0,0.5,0.6,4.5,0.4,0.8,0,1,0.2,0.1,0.4,0.0,0.1,0.3,0.3,56.4,89.4,0.1,6.6,0.1,DEF
Leonardo Capezzi,"Leonardo Capezzi Empoli, 24, M(C) ",6.31,84,M(C),10,776,0,4,0,0.6,0,1.1,0.8,1.8,0.0,0.7,0.5,0.3,1,0,1.0,0.5,0.5,0.0,0.4,0.5,0.2,40.9,85.3,0.2,2.4,0.0,MID
Kingsley Coman,"Kingsley Coman Bayern Munich, 23, AM(LR),FW ",7.34,83,"AM(LR), FW",17,1392,4,2,0,0.6,2,0.5,0.2,0.8,0.0,0.1,0.6,0.0,0,6,1.5,2.9,2.0,0.1,1.6,2.3,1.3,29.4,85.0,0.7,0.5,0.0,OFF
Timo Werner,"Timo Werner RasenBallsport Leipzig, 23, AM(L),FW ",7.17,83,"AM(L), FW",29,2525,7,1,0,0.3,5,0.6,0.1,0.8,0.0,0.1,0.4,0.1,0,16,3.6,1.0,1.2,1.2,1.2,2.9,1.2,25.5,74.2,0.2,0.4,0.1,OFF
Serge Gnabry,"Serge Gnabry Bayern Munich, 24, AM(CLR),FW ",7.15,83,"AM(CLR), FW",21,1774,5,0,0,0.2,3,1.2,0.4,0.8,0.0,0.1,0.8,0.0,0,10,2.2,1.7,0.5,0.4,1.0,1.5,0.9,26.4,83.4,0.3,1.0,0.1,OFF
Kevin Kampl,"Kevin Kampl RasenBallsport Leipzig, 28, M(CLR) ",7.13,83,M(CLR),25,2122,5,5,0,0.6,2,1.5,1.2,1.1,0.0,0.7,0.7,0.1,0,2,1.3,0.9,0.3,0.3,0.9,1.1,1.8,52.9,84.4,0.7,2.4,0.1,MID
Leon Goretzka,"Leon Goretzka Bayern Munich, 24, M(CR) ",6.96,83,M(CR),23,2021,4,3,0,1.3,1,1.4,0.9,0.9,0.0,0.5,0.8,0.1,1,8,1.8,0.5,0.7,0.0,0.6,0.8,0.6,38.4,87.5,0.0,1.2,0.0,MID
Lars Bender,"Lars Bender Bayer Leverkusen, 30, D(R),M(CR) ",6.95,83,"D(R), M(CR)",18,1367,4,2,0,1.9,2,2.2,1.1,1.4,0.0,1.2,0.9,0.2,0,1,0.8,0.5,1.4,0.1,0.2,1.0,0.7,41.3,82.9,0.1,1.1,0.0,DEF
Jonathan Tah,"Jonathan Tah Bayer Leverkusen, 23, D(C) ",6.95,83,D(C),33,2939,1,3,0,2.3,0,1.3,1.4,0.5,1.0,4.1,0.5,0.8,0,3,0.4,0.5,0.4,0.1,0.4,0.5,0.2,75.5,89.8,0.1,3.8,0.0,DEF
Javi Martínez,"Javi Martínez Bayern Munich, 31, D(C),M(C) ",6.88,83,"D(C), M(C)",16,1313,0,3,0,2.5,1,1.2,1.5,0.6,0.3,0.6,0.6,0.2,0,3,0.9,0.2,0.6,0.0,0.1,0.9,0.3,43.0,87.8,0.0,1.9,0.0,DEF
Franck Ribéry,"Franck Ribéry Bayern Munich, 36, AM(L) ",6.77,83,AM(L),10,1168,3,3,0,0.0,1,0.6,0.3,0.7,0.0,0.0,0.2,0.0,0,6,1.0,1.4,0.8,0.4,1.8,1.4,0.8,28.1,82.5,0.3,1.0,0.0,MID
Corentin Tolisso,"Corentin Tolisso Bayern Munich, 25, D(R),M(C) ",6.73,83,"D(R), M(C)",1,52,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1,0.5,0.0,0.5,0.0,0.0,0.5,1.0,21.5,79.1,0.0,1.0,0.0,DEF
Allan Souza,"Allan Souza Eintracht Frankfurt, 22, DMC ",6.3,83,DMC,2,175,0,1,0,0.3,0,1.0,0.0,1.3,0.0,0.3,1.0,0.5,0,0,0.5,0.3,1.3,0.0,0.3,0.8,0.3,15.3,68.9,0.0,1.3,0.0,DEF
Ousmane Dembélé,"Ousmane Dembélé Barcelona, 22, AM(CLR) ",7.25,83,AM(CLR),20,1673,5,1,0,0.3,3,0.8,0.2,0.8,0.0,0.1,0.4,0.0,0,8,1.3,2.3,0.8,0.3,1.5,1.3,1.6,31.4,80.7,0.8,1.0,0.1,MID
Rodrigo,"Rodrigo Atletico Madrid, 23, DMC ",7.24,83,DMC,32,2743,1,5,0,2.3,3,3.0,1.2,1.7,0.0,2.0,1.1,0.3,0,3,0.8,0.6,1.3,0.0,0.9,0.6,0.5,56.7,91.1,0.0,3.4,0.0,DEF
Rodrigo Moreno,"Rodrigo Moreno Valencia, 28, M(CLR),FW ",6.93,83,"M(CLR), FW",29,2534,6,3,1,1.5,1,0.6,0.1,0.7,0.0,0.5,0.4,0.0,0,8,2.4,1.3,1.2,0.4,1.1,2.0,0.9,25.1,74.4,0.1,1.1,0.1,OFF
Sergi Roberto,"Sergi Roberto Barcelona, 27, D(R),M(CR) ",6.91,83,"D(R), M(CR)",23,2089,7,3,0,1.0,1,1.0,1.5,0.6,0.1,0.9,0.3,0.1,0,0,0.3,0.5,1.1,0.0,0.7,1.0,1.0,55.9,90.5,0.2,1.0,0.1,DEF
Thomas Lemar,"Thomas Lemar Atletico Madrid, 23, AM(CLR) ",6.87,83,AM(CLR),22,1829,3,4,0,0.3,1,1.2,0.7,0.7,0.0,0.1,0.7,0.0,0,3,0.8,1.5,1.1,0.2,1.5,1.2,1.2,30.3,85.2,0.7,1.0,0.1,MID
Gerard Moreno,"Gerard Moreno Villarreal, 27, AM(C),FW ",6.79,83,"AM(C), FW",25,2317,1,3,0,1.8,3,0.6,0.3,1.1,0.0,1.1,0.5,0.3,0,8,2.0,0.9,1.1,0.6,1.4,2.1,1.1,21.1,71.8,0.1,1.3,0.1,OFF
Rodrigo Tarín,"Rodrigo Tarín Leganes, 23, D(C) ",6.67,83,D(C),15,1429,0,3,0,1.3,0,1.2,1.7,0.8,0.2,4.1,0.2,0.3,0,0,0.2,0.1,0.4,0.0,0.1,0.2,0.1,26.0,76.9,0.1,2.0,0.0,DEF
Lucas Vázquez,"Lucas Vázquez Real Madrid, 28, M(R) ",6.63,83,M(R),15,1502,3,4,1,0.2,1,1.4,0.4,1.3,0.0,0.2,0.8,0.0,0,1,0.8,1.1,1.2,0.1,1.1,1.9,1.0,28.2,84.1,0.5,0.8,0.1,MID
Stefan Savic,"Stefan Savic Atletico Madrid, 28, D(C) ",6.63,83,D(C),17,1401,2,3,1,1.9,0,0.6,1.2,0.8,0.1,3.6,0.3,0.5,0,0,0.4,0.1,0.3,0.0,0.0,0.4,0.2,30.2,81.6,0.0,3.1,0.0,DEF
Quincy Promes,"Quincy Promes Sevilla, 27, M(CLR),FW ",6.59,83,"M(CLR), FW",15,1571,3,2,0,0.6,1,1.1,0.8,0.7,0.1,0.6,0.2,0.1,0,2,0.9,0.8,0.4,0.3,0.5,1.2,0.9,22.9,78.9,0.4,0.8,0.0,OFF
Manu Trigueros,"Manu Trigueros Villarreal, 27, M(C) ",6.51,83,M(C),18,1549,0,3,0,0.8,1,1.9,0.7,1.5,0.0,0.7,1.5,0.3,0,0,0.8,0.3,0.9,0.0,0.7,0.8,0.8,41.0,86.7,0.2,2.0,0.1,MID
Adrien Rabiot,"Adrien Rabiot Paris Saint-Germain, 24, DMC ",7.31,83,"DMC, DMC",12,1064,1,3,0,1.6,1,2.5,0.7,1.6,0.0,1.3,0.2,0.1,1,2,0.5,1.1,0.6,0.0,0.6,1.0,0.4,74.8,93.1,0.0,3.4,0.2,DEF
Julian Draxler,"Julian Draxler Paris Saint-Germain, 25, AM(CLR) ",7.02,83,"AM(CLR), AM(CLR)",22,2046,7,6,0,0.6,3,1.3,0.5,0.8,0.0,0.1,0.9,0.0,0,3,1.0,1.4,0.5,0.0,1.4,1.1,1.3,49.5,89.8,0.4,1.3,0.1,MID
Kamil Glik,"Kamil Glik Monaco, 31, D(C) ",6.81,83,D(C),33,2970,0,10,0,3.2,2,1.0,1.8,0.9,0.7,6.0,0.5,0.5,0,1,0.5,0.1,1.2,0.0,0.1,0.1,0.1,49.2,83.9,0.0,3.7,0.0,DEF
Luiz Gustavo,"Luiz Gustavo Marseille, 32, D(C),M(C) ",6.72,83,"D(C), M(C)",26,2434,0,8,0,0.5,3,2.4,1.1,1.2,0.3,2.0,1.2,0.4,0,2,1.0,0.5,1.3,0.1,0.4,0.6,0.3,47.9,88.8,0.1,2.5,0.0,DEF
Presnel Kimpembe,"Presnel Kimpembe Paris Saint-Germain, 24, D(C) ",6.69,83,"D(C), D(C)",23,2006,1,4,1,1.0,0,2.3,1.3,1.2,0.3,1.9,0.7,0.4,1,0,0.2,0.2,1.7,0.0,0.5,0.3,0.2,60.9,93.6,0.0,2.3,0.0,DEF
Felipe Anderson,"Felipe Anderson West Ham, 26, M(CLR),FW ",7.23,83,"M(CLR), FW",36,3054,4,3,0,0.3,6,2.5,1.1,0.8,0.0,0.3,1.9,0.0,0,9,1.6,2.1,1.4,0.1,1.5,2.7,1.8,46.3,76.0,0.9,2.4,0.3,OFF
Marcos Alonso,"Marcos Alonso Chelsea, 28, D(CL),M(L) ",7.18,83,"D(CL), M(L)",31,2761,4,6,0,2.1,2,2.4,1.3,0.9,0.2,2.8,0.8,0.1,0,2,1.5,0.5,1.2,0.1,0.9,1.0,1.1,60.7,85.0,0.3,1.4,0.0,DEF
Idrissa Gueye,"Idrissa Gueye Everton, 29, M(C) ",7.14,83,M(C),32,2826,2,6,0,1.0,2,4.3,2.2,1.6,0.0,1.3,1.2,0.2,0,0,0.6,0.7,1.2,0.0,0.9,1.0,0.5,52.8,84.3,0.1,3.2,0.1,MID
David Luiz,"David Luiz Chelsea, 32, D(C),DMC ",7.08,83,"D(C), DMC",36,3239,2,3,0,2.3,0,1.1,1.0,0.9,0.7,4.0,0.2,0.5,0,3,0.9,0.3,0.8,0.0,0.1,0.4,0.6,72.8,88.0,0.0,6.0,0.3,DEF
Lucas Moura,"Lucas Moura Tottenham, 27, AM(CLR),FW ",6.96,83,"AM(CLR), FW",25,2128,0,3,0,1.1,3,1.1,0.8,0.8,0.0,0.8,0.6,0.0,0,10,1.4,1.4,1.5,0.4,1.1,2.1,0.8,22.6,76.1,0.0,0.4,0.0,OFF
Henrikh Mkhitaryan,"Henrikh Mkhitaryan Arsenal, 30, M(CLR) ",6.88,83,M(CLR),19,1645,4,1,0,0.8,1,1.1,0.6,1.1,0.0,0.4,0.6,0.1,0,6,2.0,0.8,0.4,0.1,1.0,2.0,1.2,31.8,79.9,0.3,0.8,0.2,MID
John Stones,"John Stones Manchester City, 25, D(CR) ",6.87,83,D(CR),20,1763,0,1,0,2.5,0,0.7,0.6,0.3,0.3,2.5,0.2,0.4,0,0,0.2,0.3,0.3,0.0,0.1,0.0,0.2,73.0,94.2,0.0,4.3,0.0,DEF
Naby Keita,"Naby Keita Liverpool, 24, M(C) ",6.74,83,M(C),16,1394,1,0,0,0.4,0,1.5,0.5,1.0,0.0,0.5,1.1,0.2,0,2,1.1,1.0,0.6,0.0,1.2,1.4,0.4,40.2,88.5,0.0,0.6,0.1,MID
Juan Mata,"Juan Mata Manchester United, 31, AM(CLR) ",6.7,83,AM(CLR),16,1295,2,3,0,0.1,0,0.4,0.3,0.5,0.0,0.2,0.7,0.0,0,3,0.9,0.5,0.4,0.4,0.9,0.6,1.4,31.8,86.0,0.6,2.2,0.1,MID
Mateo Kovacic,"Mateo Kovacic Chelsea, 25, M(CL) ",6.65,83,M(CL),21,1745,2,3,0,0.3,0,1.4,0.3,0.6,0.0,0.6,0.8,0.1,0,0,0.9,1.3,1.0,0.0,1.2,0.8,0.8,45.9,92.0,0.0,0.9,0.2,MID
Gabriel Jesus,"Gabriel Jesus Manchester City, 22, AM(LR),FW ",6.64,83,"AM(LR), FW",8,1022,3,1,0,0.5,1,0.3,0.1,0.4,0.0,0.1,0.2,0.1,0,7,1.5,0.8,0.6,0.5,1.0,1.1,0.7,12.3,82.6,0.0,0.1,0.0,OFF
Suso,"Suso AC Milan, 25, AM(CLR),FW ",7.39,83,"AM(CLR), FW",35,3031,10,8,0,0.1,7,0.8,0.5,0.9,0.0,0.0,0.9,0.0,0,7,2.7,1.9,2.3,0.2,1.8,1.8,2.8,43.1,82.5,1.5,3.1,0.1,OFF
Rodrigo de Paul,"Rodrigo de Paul Udinese, 25, AM(CLR),FW ",7.37,83,"AM(CLR), FW",36,3194,8,7,0,0.1,6,1.5,0.9,0.8,0.0,0.3,0.8,0.1,0,9,2.4,2.3,2.6,0.0,1.8,2.4,2.7,44.1,76.4,1.6,4.9,0.3,OFF
Allan,"Allan Napoli, 28, DMC ",7.13,83,DMC,28,2614,3,10,0,0.4,2,3.2,1.1,1.5,0.0,0.8,2.2,0.4,0,1,0.8,1.2,1.9,0.0,1.3,1.0,1.0,66.2,89.6,0.1,3.2,0.1,DEF
Lucas Leiva,"Lucas Leiva Lazio, 32, D(C),M(C) ",7.11,83,"D(C), M(C)",22,1988,2,7,0,1.6,2,3.4,2.0,1.7,0.0,1.4,1.5,0.4,0,0,0.6,0.4,0.7,0.1,0.9,0.3,1.1,51.0,87.9,0.4,2.6,0.1,DEF
Francesco Acerbi,"Francesco Acerbi Lazio, 31, D(C) ",6.95,83,D(C),37,3310,1,3,1,2.6,2,1.1,1.6,0.6,0.6,4.4,0.1,0.9,0,3,0.5,0.2,1.1,0.1,0.2,0.5,0.3,48.0,87.0,0.0,3.7,0.0,DEF
Daniele De Rossi,"Daniele De Rossi Roma, 36, D(C),M(C) ",6.8,83,"D(C), M(C)",15,1273,2,3,0,0.5,0,0.9,1.4,0.7,0.0,1.8,0.6,0.7,0,1,0.3,0.1,0.5,0.1,0.1,0.2,0.9,51.4,87.5,0.1,4.2,0.2,DEF
Julian Brandt,"Julian Brandt Bayer Leverkusen, 23, M(CLR),FW ",7.26,82,"M(CLR), FW",30,2674,11,0,0,0.9,3,0.8,0.5,0.4,0.0,0.2,1.1,0.0,0,7,2.0,1.7,0.7,0.1,1.5,2.3,2.6,51.6,81.4,1.2,2.4,0.2,OFF
Max Kruse,"Max Kruse Werder Bremen, 31, M(CLR),FW ",7.23,82,"M(CLR), FW",32,2837,9,0,0,0.8,5,0.5,0.3,0.7,0.0,0.2,1.0,0.0,0,11,2.8,1.2,1.0,0.2,1.4,2.4,2.6,49.9,79.1,1.7,3.4,0.1,OFF
Thomas Delaney,"Thomas Delaney Borussia Dortmund, 28, DMC ",7.13,82,DMC,27,2290,5,7,0,1.9,4,2.3,1.9,1.5,0.0,1.4,0.4,0.3,0,3,1.1,0.3,0.8,0.1,0.5,1.2,0.5,53.6,85.5,0.1,2.7,0.0,DEF
Andrej Kramaric,"Andrej Kramaric Hoffenheim, 28, AM(CLR),FW ",7.09,82,"AM(CLR), FW",28,2404,4,2,0,0.3,2,0.3,0.3,0.2,0.0,0.4,0.7,0.1,0,17,3.7,0.9,0.6,0.3,1.7,1.5,1.6,31.9,80.9,0.8,1.2,0.1,OFF
Salif Sané,"Salif Sané Schalke 04, 29, D(C),DMC ",7.06,82,"D(C), DMC",29,2613,0,4,0,4.0,1,1.8,2.3,0.9,0.4,4.8,0.6,1.0,0,2,0.6,0.5,1.1,0.0,0.2,0.4,0.2,51.1,83.2,0.1,3.1,0.0,DEF
Emil Forsberg,"Emil Forsberg RasenBallsport Leipzig, 27, AM(CLR) ",7.02,82,AM(CLR),14,1254,7,0,0,0.4,1,0.6,0.2,0.4,0.0,0.3,0.6,0.1,0,4,1.5,1.1,1.2,0.2,1.1,1.5,2.0,23.9,81.6,0.7,0.8,0.2,MID
Mario Götze,"Mario Götze Borussia Dortmund, 27, M(CLR),FW ",7,82,"M(CLR), FW",19,1680,7,0,0,0.3,0,1.0,0.3,0.8,0.0,0.2,0.8,0.0,0,7,1.1,1.0,1.0,0.5,1.6,1.7,1.6,33.3,81.5,0.3,0.7,0.2,OFF
Wissam Ben Yedder,"Wissam Ben Yedder Sevilla, 29, AM(C),FW ",7.23,82,"AM(C), FW",31,2821,9,4,0,1.1,3,0.5,0.3,0.7,0.0,0.1,0.3,0.0,0,18,2.2,1.3,0.7,0.9,1.1,1.9,1.3,21.6,73.9,0.1,0.5,0.1,OFF
Pablo Sarabia,"Pablo Sarabia Sevilla, 27, D(L),M(CLR) ",7.16,82,"D(L), M(CLR)",30,2730,13,9,0,0.3,5,0.9,0.7,1.4,0.1,0.5,1.2,0.1,0,12,2.3,0.8,1.5,0.5,1.1,1.9,2.1,36.6,79.6,1.3,1.2,0.1,DEF
Lucas Hernández,"Lucas Hernández Atletico Madrid, 23, D(CL) ",7.02,82,D(CL),13,1119,0,5,0,1.6,1,2.5,1.0,0.9,0.1,3.4,0.2,0.6,0,1,0.4,0.4,1.4,0.0,0.4,0.3,0.2,36.4,81.3,0.2,1.5,0.0,DEF
Marc Bartra,"Marc Bartra Real Betis, 28, D(CR) ",6.97,82,D(CR),33,2930,0,4,0,2.3,1,2.6,1.8,0.9,1.1,3.9,1.1,0.6,0,1,0.3,0.4,1.2,0.1,0.4,0.8,0.1,68.7,87.8,0.0,4.2,0.0,DEF
Geoffrey Kondogbia,"Geoffrey Kondogbia Valencia, 26, DMC ",6.95,82,DMC,14,1244,1,1,0,1.3,2,2.5,1.4,1.1,0.0,1.2,0.8,0.4,0,1,1.2,1.2,1.0,0.0,1.1,0.8,0.3,39.2,84.4,0.0,3.8,0.2,DEF
Thomas Partey,"Thomas Partey Atletico Madrid, 26, D(R),M(CR) ",6.93,82,"D(R), M(CR)",22,2067,4,7,1,1.3,5,2.1,1.5,1.0,0.0,0.6,0.9,0.2,0,3,1.1,1.1,0.7,0.0,0.6,0.9,0.6,41.5,83.8,0.3,2.3,0.1,DEF
Gabriel Paulista,"Gabriel Paulista Valencia, 28, D(CR) ",6.93,82,D(CR),30,2625,1,6,0,2.1,1,1.0,2.3,0.8,0.6,5.2,0.5,0.7,0,0,0.4,0.1,1.0,0.0,0.1,0.4,0.2,43.3,86.7,0.0,3.8,0.0,DEF
Ezequiel Garay,"Ezequiel Garay Valencia, 32, D(C) ",6.92,82,D(C),24,2137,0,4,0,3.0,0,0.8,0.7,0.8,0.4,5.7,0.4,1.0,0,2,0.5,0.1,0.5,0.0,0.0,0.2,0.2,44.6,83.6,0.0,4.1,0.0,DEF
Gonçalo Guedes,"Gonçalo Guedes Valencia, 22, AM(LR),FW ",6.89,82,"AM(LR), FW",18,1474,3,2,0,0.4,1,1.2,0.3,0.8,0.0,0.0,1.2,0.0,0,5,1.4,1.4,2.0,0.3,1.0,1.6,0.8,23.9,75.9,0.4,0.9,0.1,OFF
